lead_id,email,phone,signup_ts,source_platform,campaign_id,ad_id,opted_into,intent_category,geo_state,device,days_since_signup,total_opens,has_opened,days_since_last_open
L01520,user1520@example.com,+15550001520,2026-04-17,tiktok,camp_tiktok_1,ad_7635,hvac_tuneup_offer,home_services,FL,tablet,73,3,1,60
L01521,user1521@example.com,+15550001521,2026-04-16,meta,camp_meta_8,ad_6840,health_ins_compare,insurance,AZ,tablet,74,2,1,70
L01522,user1522@example.com,+15550001522,2025-08-29,meta,camp_meta_5,ad_4531,500_giftcard_sweeps,sweepstakes,OH,tablet,304,4,1,81
L01523,user1523@example.com,+15550001523,2026-06-28,meta,camp_meta_1,ad_1656,health_ins_compare,insurance,PA,desktop,1,3,1,1
L01524,user1524@example.com,+15550001524,2025-11-20,meta,camp_meta_5,ad_4485,debt_relief_guide,finance,NC,mobile,221,2,1,90
L01525,user1525@example.com,+15550001525,2025-10-02,tiktok,camp_tiktok_2,ad_6479,personal_loan_calc,finance,AZ,desktop,270,2,1,84
L01526,user1526@example.com,+15550001526,2026-03-18,google_search,camp_google_search_3,ad_8102,personal_loan_calc,finance,OH,mobile,103,0,0,103
L01527,user1527@example.com,+15550001527,2025-10-04,google_search,camp_google_search_6,ad_7444,supplement_trial,health,TX,desktop,268,2,1,106
L01528,user1528@example.com,+15550001528,2026-02-07,tiktok,camp_tiktok_6,ad_8823,life_insurance_quote,insurance,TX,desktop,142,4,1,52
L01529,user1529@example.com,+15550001529,2025-12-23,google_search,camp_google_search_4,ad_4753,solar_savings_quote,home_services,PA,mobile,188,3,1,134
L01530,user1530@example.com,+15550001530,2025-09-23,meta,camp_meta_4,ad_6221,hvac_tuneup_offer,home_services,TX,mobile,279,2,1,182
L01531,user1531@example.com,+15550001531,2025-09-21,google_search,camp_google_search_8,ad_2474,supplement_trial,health,IL,desktop,281,1,1,123
L01532,user1532@example.com,+15550001532,2025-10-15,google_search,camp_google_search_8,ad_1279,keto_meal_plan,health,TX,mobile,257,2,1,78
L01533,user1533@example.com,+15550001533,2026-04-28,tiktok,camp_tiktok_4,ad_1729,weekly_cash_draw,sweepstakes,CA,desktop,62,0,0,62
L01534,user1534@example.com,+15550001534,2026-03-02,meta,camp_meta_3,ad_5993,hvac_tuneup_offer,home_services,CA,tablet,119,2,1,102
L01535,user1535@example.com,+15550001535,2026-06-14,meta,camp_meta_2,ad_3736,solar_savings_quote,home_services,CA,tablet,15,1,1,15
L01536,user1536@example.com,+15550001536,2025-12-07,tiktok,camp_tiktok_4,ad_2565,weekly_cash_draw,sweepstakes,CA,mobile,204,1,1,125
L01537,user1537@example.com,+15550001537,2026-03-16,tiktok,camp_tiktok_2,ad_7637,auto_insurance_quiz,insurance,NY,desktop,105,0,0,105
L01538,user1538@example.com,+15550001538,2026-05-07,google_search,camp_google_search_7,ad_3330,auto_insurance_quiz,insurance,PA,desktop,53,2,1,53
L01539,user1539@example.com,+15550001539,2025-08-02,meta,camp_meta_3,ad_4472,win_iphone_giveaway,sweepstakes,CA,tablet,331,2,1,140
L01540,user1540@example.com,+15550001540,2026-06-09,tiktok,camp_tiktok_4,ad_5471,win_iphone_giveaway,sweepstakes,NY,mobile,20,2,1,20
L01541,user1541@example.com,+15550001541,2025-10-20,tiktok,camp_tiktok_2,ad_5284,hvac_tuneup_offer,home_services,TX,tablet,252,3,1,123
L01542,user1542@example.com,+15550001542,2025-08-14,tiktok,camp_tiktok_1,ad_3816,keto_meal_plan,health,AZ,tablet,319,2,1,160
L01543,user1543@example.com,+15550001543,2025-10-23,meta,camp_meta_5,ad_8534,roofing_estimate,home_services,IL,mobile,249,3,1,73
L01544,user1544@example.com,+15550001544,2025-12-07,meta,camp_meta_2,ad_8855,roofing_estimate,home_services,PA,tablet,204,3,1,155
L01545,user1545@example.com,+15550001545,2026-06-10,taboola,camp_taboola_3,ad_7217,mortgage_refi_quiz,finance,PA,tablet,19,1,1,19
L01546,user1546@example.com,+15550001546,2026-01-09,meta,camp_meta_5,ad_7322,keto_meal_plan,health,CA,mobile,171,2,1,63
L01547,user1547@example.com,+15550001547,2026-05-08,taboola,camp_taboola_2,ad_4177,mortgage_refi_quiz,finance,PA,desktop,52,1,1,31
L01548,user1548@example.com,+15550001548,2025-07-20,tiktok,camp_tiktok_8,ad_7012,keto_meal_plan,health,AZ,desktop,344,2,1,189
L01549,user1549@example.com,+15550001549,2025-11-12,meta,camp_meta_6,ad_1799,life_insurance_quote,insurance,PA,desktop,229,3,1,101
L01550,user1550@example.com,+15550001550,2025-11-12,tiktok,camp_tiktok_2,ad_5051,health_ins_compare,insurance,CA,desktop,229,2,1,106
L01551,user1551@example.com,+15550001551,2026-01-15,taboola,camp_taboola_3,ad_1119,debt_relief_guide,finance,IL,tablet,165,2,1,160
L01552,user1552@example.com,+15550001552,2026-02-21,taboola,camp_taboola_4,ad_5984,win_iphone_giveaway,sweepstakes,NC,tablet,128,1,1,33
L01553,user1553@example.com,+15550001553,2025-08-26,meta,camp_meta_1,ad_7805,auto_insurance_quiz,insurance,NY,tablet,307,3,1,77
L01554,user1554@example.com,+15550001554,2026-04-25,tiktok,camp_tiktok_5,ad_6887,health_ins_compare,insurance,FL,mobile,65,1,1,65
L01555,user1555@example.com,+15550001555,2025-10-20,meta,camp_meta_3,ad_5404,win_iphone_giveaway,sweepstakes,CA,mobile,252,0,0,252
L01556,user1556@example.com,+15550001556,2026-05-23,tiktok,camp_tiktok_5,ad_8919,roofing_estimate,home_services,GA,tablet,37,2,1,37
L01557,user1557@example.com,+15550001557,2026-01-17,google_search,camp_google_search_2,ad_5155,keto_meal_plan,health,PA,desktop,163,3,1,58
L01558,user1558@example.com,+15550001558,2026-01-08,meta,camp_meta_3,ad_5781,auto_insurance_quiz,insurance,TX,mobile,172,3,1,155
L01559,user1559@example.com,+15550001559,2026-04-07,taboola,camp_taboola_5,ad_3113,win_iphone_giveaway,sweepstakes,FL,tablet,83,2,1,83
L01560,user1560@example.com,+15550001560,2026-01-18,google_search,camp_google_search_2,ad_1697,500_giftcard_sweeps,sweepstakes,GA,tablet,162,1,1,41
L01561,user1561@example.com,+15550001561,2026-06-07,meta,camp_meta_3,ad_6081,health_ins_compare,insurance,GA,desktop,22,2,1,22
L01562,user1562@example.com,+15550001562,2025-10-04,tiktok,camp_tiktok_2,ad_1490,auto_insurance_quiz,insurance,OH,mobile,268,3,1,157
L01563,user1563@example.com,+15550001563,2025-12-13,meta,camp_meta_3,ad_7476,debt_relief_guide,finance,GA,desktop,198,0,0,198
L01564,user1564@example.com,+15550001564,2025-09-13,tiktok,camp_tiktok_6,ad_6544,500_giftcard_sweeps,sweepstakes,GA,tablet,289,4,1,186
L01565,user1565@example.com,+15550001565,2025-09-17,taboola,camp_taboola_6,ad_6162,500_giftcard_sweeps,sweepstakes,CA,tablet,285,4,1,177
L01566,user1566@example.com,+15550001566,2026-03-13,meta,camp_meta_8,ad_3121,life_insurance_quote,insurance,PA,mobile,108,0,0,108
L01567,user1567@example.com,+15550001567,2026-03-13,taboola,camp_taboola_1,ad_8677,roofing_estimate,home_services,CA,mobile,108,1,1,108
L01568,user1568@example.com,+15550001568,2026-06-03,tiktok,camp_tiktok_5,ad_8141,personal_loan_calc,finance,TX,tablet,26,0,0,26
L01569,user1569@example.com,+15550001569,2026-01-29,tiktok,camp_tiktok_4,ad_8394,supplement_trial,health,CA,desktop,151,2,1,51
L01570,user1570@example.com,+15550001570,2025-11-20,tiktok,camp_tiktok_7,ad_5514,win_iphone_giveaway,sweepstakes,NC,desktop,221,1,1,108
L01571,user1571@example.com,+15550001571,2025-12-19,taboola,camp_taboola_7,ad_6418,weekly_cash_draw,sweepstakes,CA,mobile,192,1,1,85
L01572,user1572@example.com,+15550001572,2026-02-21,google_search,camp_google_search_6,ad_8586,hvac_tuneup_offer,home_services,NC,tablet,128,0,0,128
L01573,user1573@example.com,+15550001573,2026-03-20,google_search,camp_google_search_6,ad_2944,auto_insurance_quiz,insurance,PA,mobile,101,2,1,54
L01574,user1574@example.com,+15550001574,2026-02-11,tiktok,camp_tiktok_7,ad_8289,keto_meal_plan,health,PA,desktop,138,5,1,112
L01575,user1575@example.com,+15550001575,2025-10-30,google_search,camp_google_search_8,ad_3317,roofing_estimate,home_services,NC,desktop,242,2,1,112
L01576,user1576@example.com,+15550001576,2026-05-17,tiktok,camp_tiktok_5,ad_2962,hvac_tuneup_offer,home_services,AZ,tablet,43,2,1,43
L01577,user1577@example.com,+15550001577,2026-02-01,meta,camp_meta_5,ad_7337,weight_loss_guide,health,AZ,desktop,148,1,1,143
L01578,user1578@example.com,+15550001578,2025-07-20,tiktok,camp_tiktok_2,ad_7319,health_ins_compare,insurance,OH,desktop,344,1,1,86
L01579,user1579@example.com,+15550001579,2026-05-04,meta,camp_meta_3,ad_3061,supplement_trial,health,FL,tablet,56,0,0,56
L01580,user1580@example.com,+15550001580,2025-12-10,taboola,camp_taboola_6,ad_4971,supplement_trial,health,TX,tablet,201,2,1,58
L01581,user1581@example.com,+15550001581,2026-05-01,google_search,camp_google_search_3,ad_5839,weekly_cash_draw,sweepstakes,AZ,mobile,59,2,1,59
L01582,user1582@example.com,+15550001582,2025-12-14,taboola,camp_taboola_1,ad_5512,auto_insurance_quiz,insurance,GA,mobile,197,2,1,52
L01583,user1583@example.com,+15550001583,2025-09-26,tiktok,camp_tiktok_4,ad_4297,keto_meal_plan,health,GA,mobile,276,1,1,149
L01584,user1584@example.com,+15550001584,2025-11-12,meta,camp_meta_3,ad_7274,health_ins_compare,insurance,NC,desktop,229,2,1,95
L01585,user1585@example.com,+15550001585,2026-03-23,meta,camp_meta_4,ad_8038,life_insurance_quote,insurance,NY,desktop,98,3,1,29
L01586,user1586@example.com,+15550001586,2026-01-11,tiktok,camp_tiktok_4,ad_7385,hvac_tuneup_offer,home_services,OH,mobile,169,3,1,94
L01587,user1587@example.com,+15550001587,2026-03-20,meta,camp_meta_5,ad_3683,roofing_estimate,home_services,PA,desktop,101,1,1,36
L01588,user1588@example.com,+15550001588,2026-03-01,google_search,camp_google_search_7,ad_3909,500_giftcard_sweeps,sweepstakes,PA,tablet,120,3,1,120
L01589,user1589@example.com,+15550001589,2025-11-11,tiktok,camp_tiktok_6,ad_9586,health_ins_compare,insurance,AZ,mobile,230,3,1,94
L01590,user1590@example.com,+15550001590,2026-05-03,meta,camp_meta_7,ad_5859,hvac_tuneup_offer,home_services,NC,tablet,57,3,1,38
L01591,user1591@example.com,+15550001591,2026-05-14,tiktok,camp_tiktok_5,ad_8354,personal_loan_calc,finance,OH,desktop,46,1,1,24
L01592,user1592@example.com,+15550001592,2025-07-05,tiktok,camp_tiktok_3,ad_8455,life_insurance_quote,insurance,FL,mobile,359,5,1,182
L01593,user1593@example.com,+15550001593,2026-02-27,tiktok,camp_tiktok_6,ad_7217,weekly_cash_draw,sweepstakes,TX,tablet,122,2,1,98
L01594,user1594@example.com,+15550001594,2025-12-20,meta,camp_meta_3,ad_5422,weekly_cash_draw,sweepstakes,OH,tablet,191,2,1,119
L01595,user1595@example.com,+15550001595,2026-05-11,meta,camp_meta_2,ad_6852,roofing_estimate,home_services,PA,desktop,49,1,1,36
L01596,user1596@example.com,+15550001596,2025-10-30,meta,camp_meta_6,ad_5405,debt_relief_guide,finance,AZ,desktop,242,1,1,73
L01597,user1597@example.com,+15550001597,2025-07-17,meta,camp_meta_4,ad_2999,auto_insurance_quiz,insurance,TX,desktop,347,2,1,171
L01598,user1598@example.com,+15550001598,2026-01-28,taboola,camp_taboola_5,ad_9929,500_giftcard_sweeps,sweepstakes,NY,mobile,152,2,1,73
L01599,user1599@example.com,+15550001599,2026-05-26,tiktok,camp_tiktok_8,ad_8966,debt_relief_guide,finance,NY,tablet,34,1,1,34
L01600,user1600@example.com,+15550001600,2026-05-08,google_search,camp_google_search_2,ad_7716,personal_loan_calc,finance,NC,mobile,52,2,1,28
L01601,user1601@example.com,+15550001601,2025-12-02,taboola,camp_taboola_6,ad_4009,health_ins_compare,insurance,PA,tablet,209,2,1,79
L01602,user1602@example.com,+15550001602,2025-12-14,meta,camp_meta_7,ad_1618,weekly_cash_draw,sweepstakes,FL,desktop,197,3,1,74
L01603,user1603@example.com,+15550001603,2026-02-24,meta,camp_meta_5,ad_6905,personal_loan_calc,finance,CA,tablet,125,2,1,79
L01604,user1604@example.com,+15550001604,2025-12-21,tiktok,camp_tiktok_3,ad_2949,auto_insurance_quiz,insurance,TX,tablet,190,1,1,145
L01605,user1605@example.com,+15550001605,2025-07-09,google_search,camp_google_search_4,ad_8837,personal_loan_calc,finance,CA,desktop,355,0,0,355
L01606,user1606@example.com,+15550001606,2026-03-05,tiktok,camp_tiktok_8,ad_4533,life_insurance_quote,insurance,FL,desktop,116,0,0,116
L01607,user1607@example.com,+15550001607,2025-09-18,taboola,camp_taboola_6,ad_8283,solar_savings_quote,home_services,IL,tablet,284,2,1,159
L01608,user1608@example.com,+15550001608,2026-04-15,tiktok,camp_tiktok_7,ad_9840,mortgage_refi_quiz,finance,NY,tablet,75,1,1,75
L01609,user1609@example.com,+15550001609,2026-02-25,taboola,camp_taboola_5,ad_6167,weight_loss_guide,health,GA,mobile,124,0,0,124
L01610,user1610@example.com,+15550001610,2026-05-15,tiktok,camp_tiktok_5,ad_4648,supplement_trial,health,OH,tablet,45,1,1,39
L01611,user1611@example.com,+15550001611,2025-09-02,meta,camp_meta_1,ad_1967,keto_meal_plan,health,NC,mobile,300,1,1,161
L01612,user1612@example.com,+15550001612,2025-12-08,google_search,camp_google_search_3,ad_5220,life_insurance_quote,insurance,PA,mobile,203,2,1,116
L01613,user1613@example.com,+15550001613,2026-03-21,google_search,camp_google_search_4,ad_7616,solar_savings_quote,home_services,NC,desktop,100,1,1,81
L01614,user1614@example.com,+15550001614,2025-11-24,tiktok,camp_tiktok_2,ad_6884,keto_meal_plan,health,PA,mobile,217,3,1,94
L01615,user1615@example.com,+15550001615,2025-08-12,google_search,camp_google_search_4,ad_6026,debt_relief_guide,finance,FL,desktop,321,2,1,103
L01616,user1616@example.com,+15550001616,2025-12-18,tiktok,camp_tiktok_1,ad_2940,health_ins_compare,insurance,FL,tablet,193,1,1,60
L01617,user1617@example.com,+15550001617,2025-08-30,taboola,camp_taboola_7,ad_3389,health_ins_compare,insurance,IL,mobile,303,2,1,110
L01618,user1618@example.com,+15550001618,2025-09-21,taboola,camp_taboola_6,ad_3496,keto_meal_plan,health,NC,mobile,281,2,1,171
L01619,user1619@example.com,+15550001619,2025-07-02,tiktok,camp_tiktok_5,ad_2212,win_iphone_giveaway,sweepstakes,OH,desktop,362,2,1,190
L01620,user1620@example.com,+15550001620,2026-03-17,google_search,camp_google_search_4,ad_9405,win_iphone_giveaway,sweepstakes,NC,mobile,104,1,1,44
L01621,user1621@example.com,+15550001621,2025-07-22,taboola,camp_taboola_5,ad_2615,win_iphone_giveaway,sweepstakes,OH,desktop,342,2,1,152
L01622,user1622@example.com,+15550001622,2025-12-27,tiktok,camp_tiktok_2,ad_3215,keto_meal_plan,health,AZ,tablet,184,3,1,51
L01623,user1623@example.com,+15550001623,2026-04-06,google_search,camp_google_search_2,ad_2443,life_insurance_quote,insurance,CA,desktop,84,4,1,30
L01624,user1624@example.com,+15550001624,2025-10-07,meta,camp_meta_5,ad_9112,weekly_cash_draw,sweepstakes,CA,mobile,265,1,1,147
L01625,user1625@example.com,+15550001625,2026-02-02,tiktok,camp_tiktok_5,ad_6852,500_giftcard_sweeps,sweepstakes,PA,mobile,147,2,1,79
L01626,user1626@example.com,+15550001626,2026-03-10,tiktok,camp_tiktok_8,ad_9034,weight_loss_guide,health,GA,desktop,111,4,1,65
L01627,user1627@example.com,+15550001627,2026-04-20,tiktok,camp_tiktok_3,ad_2788,weekly_cash_draw,sweepstakes,NC,tablet,70,0,0,70
L01628,user1628@example.com,+15550001628,2026-03-23,tiktok,camp_tiktok_6,ad_5408,keto_meal_plan,health,PA,desktop,98,2,1,25
L01629,user1629@example.com,+15550001629,2026-05-07,taboola,camp_taboola_5,ad_2839,hvac_tuneup_offer,home_services,FL,tablet,53,3,1,50
L01630,user1630@example.com,+15550001630,2025-07-26,google_search,camp_google_search_6,ad_9685,health_ins_compare,insurance,GA,mobile,338,3,1,144
L01631,user1631@example.com,+15550001631,2026-04-25,meta,camp_meta_6,ad_6136,roofing_estimate,home_services,TX,tablet,65,1,1,65
L01632,user1632@example.com,+15550001632,2025-11-24,tiktok,camp_tiktok_3,ad_4166,debt_relief_guide,finance,NY,desktop,217,4,1,95
L01633,user1633@example.com,+15550001633,2026-02-22,tiktok,camp_tiktok_4,ad_5031,weekly_cash_draw,sweepstakes,FL,tablet,127,3,1,99
L01634,user1634@example.com,+15550001634,2026-03-26,tiktok,camp_tiktok_2,ad_8375,weight_loss_guide,health,GA,mobile,95,1,1,88
L01635,user1635@example.com,+15550001635,2026-03-12,meta,camp_meta_5,ad_3121,hvac_tuneup_offer,home_services,PA,mobile,109,3,1,109
L01636,user1636@example.com,+15550001636,2026-01-02,tiktok,camp_tiktok_1,ad_7287,weekly_cash_draw,sweepstakes,NY,tablet,178,1,1,86
L01637,user1637@example.com,+15550001637,2026-02-05,tiktok,camp_tiktok_1,ad_8839,mortgage_refi_quiz,finance,NC,tablet,144,1,1,139
L01638,user1638@example.com,+15550001638,2026-05-06,tiktok,camp_tiktok_6,ad_9030,weight_loss_guide,health,NC,tablet,54,1,1,43
L01639,user1639@example.com,+15550001639,2025-10-20,taboola,camp_taboola_2,ad_6648,auto_insurance_quiz,insurance,PA,mobile,252,0,0,252
L01640,user1640@example.com,+15550001640,2026-01-15,meta,camp_meta_7,ad_8983,win_iphone_giveaway,sweepstakes,FL,desktop,165,2,1,87
L01641,user1641@example.com,+15550001641,2026-04-05,meta,camp_meta_7,ad_6196,supplement_trial,health,OH,desktop,85,3,1,67
L01642,user1642@example.com,+15550001642,2025-11-18,tiktok,camp_tiktok_7,ad_3087,life_insurance_quote,insurance,PA,mobile,223,3,1,102
L01643,user1643@example.com,+15550001643,2025-11-09,meta,camp_meta_7,ad_6468,hvac_tuneup_offer,home_services,GA,mobile,232,2,1,104
L01644,user1644@example.com,+15550001644,2025-12-24,google_search,camp_google_search_8,ad_4146,weight_loss_guide,health,OH,mobile,187,1,1,90
L01645,user1645@example.com,+15550001645,2025-07-25,google_search,camp_google_search_2,ad_8375,life_insurance_quote,insurance,NC,tablet,339,0,0,339
L01646,user1646@example.com,+15550001646,2025-11-15,google_search,camp_google_search_6,ad_4601,hvac_tuneup_offer,home_services,AZ,mobile,226,3,1,161
L01647,user1647@example.com,+15550001647,2025-11-14,tiktok,camp_tiktok_2,ad_3694,win_iphone_giveaway,sweepstakes,IL,mobile,227,1,1,63
L01648,user1648@example.com,+15550001648,2026-02-10,meta,camp_meta_5,ad_8580,mortgage_refi_quiz,finance,OH,mobile,139,1,1,58
L01649,user1649@example.com,+15550001649,2026-03-10,taboola,camp_taboola_7,ad_7658,weight_loss_guide,health,IL,mobile,111,3,1,27
L01650,user1650@example.com,+15550001650,2025-11-13,tiktok,camp_tiktok_2,ad_3041,mortgage_refi_quiz,finance,TX,tablet,228,1,1,170
L01651,user1651@example.com,+15550001651,2026-01-01,tiktok,camp_tiktok_3,ad_7770,solar_savings_quote,home_services,NC,mobile,179,3,1,158
L01652,user1652@example.com,+15550001652,2025-10-07,meta,camp_meta_7,ad_8761,weight_loss_guide,health,FL,tablet,265,0,0,265
L01653,user1653@example.com,+15550001653,2025-08-02,tiktok,camp_tiktok_6,ad_2574,keto_meal_plan,health,GA,tablet,331,3,1,141
L01654,user1654@example.com,+15550001654,2025-09-27,google_search,camp_google_search_5,ad_7705,life_insurance_quote,insurance,OH,tablet,275,2,1,88
L01655,user1655@example.com,+15550001655,2025-10-30,tiktok,camp_tiktok_8,ad_1472,keto_meal_plan,health,AZ,mobile,242,1,1,75
L01656,user1656@example.com,+15550001656,2025-11-26,tiktok,camp_tiktok_4,ad_5864,weight_loss_guide,health,CA,desktop,215,3,1,118
L01657,user1657@example.com,+15550001657,2025-06-30,taboola,camp_taboola_5,ad_6885,hvac_tuneup_offer,home_services,OH,tablet,364,3,1,114
L01658,user1658@example.com,+15550001658,2026-04-24,meta,camp_meta_4,ad_2875,debt_relief_guide,finance,CA,mobile,66,1,1,29
L01659,user1659@example.com,+15550001659,2025-09-02,tiktok,camp_tiktok_6,ad_1235,weekly_cash_draw,sweepstakes,OH,tablet,300,2,1,75
L01660,user1660@example.com,+15550001660,2026-01-14,meta,camp_meta_4,ad_4733,mortgage_refi_quiz,finance,OH,desktop,166,5,1,70
L01661,user1661@example.com,+15550001661,2026-06-08,google_search,camp_google_search_1,ad_3567,supplement_trial,health,TX,desktop,21,2,1,7
L01662,user1662@example.com,+15550001662,2026-05-31,meta,camp_meta_3,ad_8648,500_giftcard_sweeps,sweepstakes,CA,desktop,29,2,1,29
L01663,user1663@example.com,+15550001663,2026-06-09,google_search,camp_google_search_8,ad_9629,weight_loss_guide,health,NC,desktop,20,1,1,20
L01664,user1664@example.com,+15550001664,2025-10-25,google_search,camp_google_search_7,ad_1852,personal_loan_calc,finance,NC,mobile,247,2,1,83
L01665,user1665@example.com,+15550001665,2026-04-04,meta,camp_meta_6,ad_4373,weekly_cash_draw,sweepstakes,IL,desktop,86,1,1,86
L01666,user1666@example.com,+15550001666,2026-01-17,tiktok,camp_tiktok_5,ad_5802,hvac_tuneup_offer,home_services,PA,mobile,163,2,1,41
L01667,user1667@example.com,+15550001667,2025-07-20,meta,camp_meta_6,ad_5441,roofing_estimate,home_services,NC,desktop,344,4,1,133
L01668,user1668@example.com,+15550001668,2025-08-10,google_search,camp_google_search_8,ad_7008,personal_loan_calc,finance,NY,desktop,323,3,1,192
L01669,user1669@example.com,+15550001669,2026-06-10,tiktok,camp_tiktok_1,ad_7611,auto_insurance_quiz,insurance,PA,desktop,19,2,1,19
L01670,user1670@example.com,+15550001670,2026-01-14,tiktok,camp_tiktok_4,ad_7021,win_iphone_giveaway,sweepstakes,FL,mobile,166,2,1,119
L01671,user1671@example.com,+15550001671,2026-02-28,google_search,camp_google_search_6,ad_9285,auto_insurance_quiz,insurance,CA,tablet,121,2,1,67
L01672,user1672@example.com,+15550001672,2025-12-09,taboola,camp_taboola_5,ad_4659,mortgage_refi_quiz,finance,TX,mobile,202,1,1,66
L01673,user1673@example.com,+15550001673,2026-02-23,google_search,camp_google_search_6,ad_9075,hvac_tuneup_offer,home_services,CA,desktop,126,1,1,86
L01674,user1674@example.com,+15550001674,2025-12-17,meta,camp_meta_7,ad_6695,500_giftcard_sweeps,sweepstakes,PA,desktop,194,1,1,88
L01675,user1675@example.com,+15550001675,2025-10-16,tiktok,camp_tiktok_2,ad_6578,debt_relief_guide,finance,IL,tablet,256,2,1,100
L01676,user1676@example.com,+15550001676,2026-06-19,taboola,camp_taboola_4,ad_9974,win_iphone_giveaway,sweepstakes,FL,mobile,10,2,1,10
L01677,user1677@example.com,+15550001677,2026-04-21,tiktok,camp_tiktok_3,ad_1099,health_ins_compare,insurance,AZ,mobile,69,6,1,69
L01678,user1678@example.com,+15550001678,2025-09-03,meta,camp_meta_1,ad_9490,win_iphone_giveaway,sweepstakes,IL,mobile,299,6,1,135
L01679,user1679@example.com,+15550001679,2025-09-28,meta,camp_meta_5,ad_8001,500_giftcard_sweeps,sweepstakes,OH,mobile,274,1,1,136
L01680,user1680@example.com,+15550001680,2025-07-16,meta,camp_meta_1,ad_2768,mortgage_refi_quiz,finance,IL,mobile,348,1,1,126
L01681,user1681@example.com,+15550001681,2026-04-10,taboola,camp_taboola_7,ad_5589,personal_loan_calc,finance,NC,mobile,80,3,1,80
L01682,user1682@example.com,+15550001682,2026-03-13,meta,camp_meta_8,ad_8799,roofing_estimate,home_services,TX,tablet,108,2,1,65
L01683,user1683@example.com,+15550001683,2026-03-12,google_search,camp_google_search_1,ad_8580,auto_insurance_quiz,insurance,TX,tablet,109,0,0,109
L01684,user1684@example.com,+15550001684,2025-08-24,tiktok,camp_tiktok_7,ad_2619,personal_loan_calc,finance,GA,desktop,309,6,1,93
L01685,user1685@example.com,+15550001685,2026-05-30,meta,camp_meta_5,ad_2523,auto_insurance_quiz,insurance,IL,mobile,30,0,0,30
L01686,user1686@example.com,+15550001686,2025-12-20,taboola,camp_taboola_3,ad_3711,mortgage_refi_quiz,finance,TX,tablet,191,1,1,92
L01687,user1687@example.com,+15550001687,2025-08-13,google_search,camp_google_search_5,ad_7848,keto_meal_plan,health,NC,desktop,320,0,0,320
L01688,user1688@example.com,+15550001688,2025-08-02,meta,camp_meta_4,ad_6681,roofing_estimate,home_services,FL,tablet,331,3,1,123
L01689,user1689@example.com,+15550001689,2025-11-01,meta,camp_meta_8,ad_7555,mortgage_refi_quiz,finance,PA,mobile,240,2,1,101
L01690,user1690@example.com,+15550001690,2025-09-20,google_search,camp_google_search_6,ad_9234,roofing_estimate,home_services,TX,mobile,282,0,0,282
L01691,user1691@example.com,+15550001691,2025-08-03,tiktok,camp_tiktok_1,ad_4247,keto_meal_plan,health,CA,tablet,330,1,1,107
L01692,user1692@example.com,+15550001692,2025-11-25,meta,camp_meta_4,ad_2778,weight_loss_guide,health,AZ,tablet,216,1,1,74
L01693,user1693@example.com,+15550001693,2025-07-29,tiktok,camp_tiktok_1,ad_8927,auto_insurance_quiz,insurance,AZ,desktop,335,1,1,115
L01694,user1694@example.com,+15550001694,2025-11-22,meta,camp_meta_1,ad_9759,solar_savings_quote,home_services,CA,desktop,219,4,1,100
L01695,user1695@example.com,+15550001695,2026-01-06,taboola,camp_taboola_5,ad_8459,auto_insurance_quiz,insurance,CA,desktop,174,2,1,158
L01696,user1696@example.com,+15550001696,2026-03-12,meta,camp_meta_3,ad_2285,500_giftcard_sweeps,sweepstakes,PA,mobile,109,0,0,109
L01697,user1697@example.com,+15550001697,2026-02-04,tiktok,camp_tiktok_8,ad_9435,mortgage_refi_quiz,finance,CA,mobile,145,1,1,41
L01698,user1698@example.com,+15550001698,2026-06-07,meta,camp_meta_2,ad_8336,roofing_estimate,home_services,GA,desktop,22,2,1,22
L01699,user1699@example.com,+15550001699,2025-09-12,tiktok,camp_tiktok_4,ad_4841,mortgage_refi_quiz,finance,GA,tablet,290,1,1,89
L01700,user1700@example.com,+15550001700,2025-10-25,google_search,camp_google_search_2,ad_7083,auto_insurance_quiz,insurance,NC,tablet,247,2,1,163
L01701,user1701@example.com,+15550001701,2026-06-11,google_search,camp_google_search_6,ad_5677,weekly_cash_draw,sweepstakes,PA,mobile,18,2,1,18
L01702,user1702@example.com,+15550001702,2026-02-22,google_search,camp_google_search_4,ad_6465,roofing_estimate,home_services,IL,mobile,127,1,1,127
L01703,user1703@example.com,+15550001703,2026-05-06,meta,camp_meta_4,ad_3284,health_ins_compare,insurance,NC,desktop,54,3,1,54
L01704,user1704@example.com,+15550001704,2026-03-26,meta,camp_meta_8,ad_7361,weight_loss_guide,health,AZ,tablet,95,0,0,95
L01705,user1705@example.com,+15550001705,2025-07-27,tiktok,camp_tiktok_2,ad_2576,500_giftcard_sweeps,sweepstakes,NC,mobile,337,0,0,337
L01706,user1706@example.com,+15550001706,2025-09-17,meta,camp_meta_7,ad_3946,debt_relief_guide,finance,GA,desktop,285,2,1,113
L01707,user1707@example.com,+15550001707,2025-08-23,meta,camp_meta_1,ad_4743,auto_insurance_quiz,insurance,AZ,desktop,310,0,0,310
L01708,user1708@example.com,+15550001708,2026-06-21,tiktok,camp_tiktok_7,ad_1907,keto_meal_plan,health,NC,tablet,8,1,1,8
L01709,user1709@example.com,+15550001709,2025-08-19,tiktok,camp_tiktok_3,ad_2825,weight_loss_guide,health,AZ,tablet,314,1,1,149
